accession,assay,organism,status,hsHSR_28,mmHSR_882,mmLM_343,mmLM_363,mmLM_540,mmLM_543,mmHSR_1865,mmHSR_2365
ENCFF240OIM,RNA-seq,mouse,released,35.0,0.0,41.0,0.0,45.0,60.0,0.0,38.0
ENCFF000QBC,ChIP-seq,human,released,31.0,121.0,55.0,17.0,6.0,84.0,29.0,46.0
ENCFF590NVM,RNA-seq,mouse,released,85.0,0.0,170.0,0.0,361.0,0.0,0.0,1.0
ENCFF000RGQ,ChIP-seq,human,released,47.0,22.0,33.0,10.0,16.0,89.0,23.0,19.0
ENCFF000NXC,ChIP-seq,human,released,74.0,36.0,30.0,29.0,23.0,21.0,19.0,23.0
ENCFF000WXS,ChIP-seq,human,released,21.0,67.0,26.0,12.0,11.0,33.0,11.0,24.0
ENCFF000MXR,ChIP-seq,human,released,39.0,35.0,26.0,12.0,7.0,32.0,19.0,18.0
ENCFF000WVX,ChIP-seq,human,released,15.0,76.0,48.0,24.0,4.0,86.0,10.0,17.0
ENCFF530YLA,ChIP-seq,human,released,10.0,68.0,31.0,15.0,15.0,47.0,12.0,14.0
ENCFF000WQD,ChIP-seq,human,released,52.0,40.0,27.0,13.0,17.0,23.0,19.0,9.0
ENCFF000AHE,ChIP-seq,human,released,83.0,27.0,29.0,18.0,14.0,29.0,15.0,11.0
ENCFF150HBO,DNase-seq,human,released,7.0,55.0,23.0,7.0,4.0,31.0,5.0,6.0
ENCFF000YPP,ChIP-seq,human,released,79.0,3.0,7.0,3.0,7.0,2.0,8.0,14.0
ENCFF000OVB,ChIP-seq,human,released,15.0,28.0,14.0,13.0,4.0,18.0,13.0,12.0
ENCFF200EPD,ChIP-seq,human,released,7.0,17.0,17.0,13.0,10.0,24.0,13.0,9.0
ENCFF000BKC,ChIP-seq,human,released,7.0,15.0,9.0,7.0,7.0,12.0,22.0,15.0
ENCFF000WAX,ChIP-seq,human,released,28.0,34.0,25.0,15.0,10.0,39.0,13.0,14.0
ENCFF000OKU,ChIP-seq,human,released,53.0,28.0,30.0,10.0,17.0,28.0,18.0,12.0
ENCFF000SNT,DNase-seq,human,released,13.0,239.0,75.0,29.0,12.0,94.0,55.0,55.0
ENCFF000BWR,ChIP-seq,human,released,4.0,12.0,13.0,4.0,1.0,6.0,7.0,16.0
ENCFF840MQE,ChIP-seq,human,released,5.0,10.0,12.0,11.0,7.0,8.0,8.0,14.0
ENCFF820JMO,RNA-seq,mouse,released,134.0,0.0,30.0,0.0,45.0,15.0,0.0,197.0
ENCFF000XSE,ChIP-seq,human,released,36.0,42.0,29.0,35.0,11.0,59.0,16.0,34.0
ENCFF210OKB,DNase-seq,human,released,3.0,89.0,32.0,16.0,3.0,40.0,4.0,8.0
ENCFF000BYJ,ChIP-seq,human,released,2.0,12.0,10.0,3.0,1.0,11.0,3.0,20.0
ENCFF110FBK,RNA-seq,human,released,0.0,0.0,764.0,0.0,177.0,0.0,0.0,0.0
ENCFF550QHV,ChIP-seq,human,released,10.0,27.0,14.0,6.0,9.0,11.0,11.0,18.0
ENCFF000YZT,ChIP-seq,human,released,44.0,12.0,9.0,4.0,7.0,7.0,11.0,13.0
ENCFF000OVC,ChIP-seq,human,released,24.0,36.0,29.0,16.0,7.0,16.0,17.0,11.0
ENCFF000NZO,ChIP-seq,human,released,12.0,49.0,48.0,13.0,9.0,57.0,12.0,17.0
ENCFF690HVR,eCLIP,human,released,1.0,263.0,75.0,0.0,6.0,0.0,1.0,4.0
ENCFF770WIT,RNA-seq,mouse,released,77.0,0.0,16.0,0.0,18.0,11.0,0.0,322.0
ENCFF000AUD,ChIP-seq,human,released,5.0,5.0,134.0,0.0,5.0,7.0,7.0,8.0
ENCFF000PQE,ChIP-seq,human,released,95.0,14.0,18.0,20.0,9.0,22.0,14.0,21.0
ENCFF000PHU,ChIP-seq,human,released,32.0,22.0,30.0,27.0,9.0,31.0,13.0,23.0
ENCFF610DJT,DNase-seq,mouse,released,9824.0,36.0,10.0,3.0,9.0,7.0,2.0,4.0
ENCFF390QUP,RNA-seq,mouse,released,91.0,0.0,173.0,0.0,312.0,1.0,0.0,1.0
ENCFF530XYW,ChIP-seq,human,released,11.0,9.0,18.0,16.0,5.0,19.0,11.0,17.0
ENCFF000WPL,ChIP-seq,human,released,16.0,23.0,37.0,4.0,59.0,13.0,8.0,6.0
ENCFF000MRV,RNA-seq,human,released,204.0,479.0,347.0,0.0,72.0,0.0,1.0,0.0
ENCFF000YUM,ChIP-seq,human,released,14.0,53.0,23.0,9.0,3.0,30.0,11.0,11.0
ENCFF000VHV,ChIP-seq,human,released,4.0,624.0,385.0,145.0,8.0,6.0,10.0,14.0
ENCFF000ZPU,ChIP-seq,human,released,0.0,46.0,12.0,5.0,1.0,21.0,1.0,1.0
ENCFF000PSD,ChIP-seq,human,released,39.0,32.0,19.0,18.0,11.0,22.0,12.0,18.0
ENCFF000YPN,ChIP-seq,human,released,99.0,3.0,6.0,7.0,4.0,2.0,7.0,16.0
ENCFF000ZVI,ChIP-seq,human,released,85.0,3.0,13.0,10.0,20.0,9.0,13.0,34.0
ENCFF850FCZ,ChIP-seq,human,released,9.0,42.0,27.0,10.0,30.0,30.0,13.0,13.0
ENCFF040MFF,eCLIP,human,released,365.0,56.0,172.0,0.0,50.0,1.0,3.0,30.0
ENCFF270ZPP,DNase-seq,human,released,257.0,8.0,1.0,3.0,9.0,10.0,5.0,12.0
ENCFF000OIJ,ChIP-seq,human,released,53.0,46.0,22.0,7.0,25.0,20.0,5.0,12.0
ENCFF910CTW,RNA-seq,mouse,released,157.0,0.0,14.0,0.0,16.0,2.0,0.0,633.0
ENCFF000XKF,ChIP-seq,human,released,16.0,533.0,101.0,19.0,34.0,58.0,13.0,15.0
ENCFF480XVK,ChIP-seq,human,released,8.0,34.0,16.0,8.0,11.0,19.0,9.0,20.0
ENCFF320BTU,ChIP-seq,human,released,8.0,24.0,7.0,5.0,8.0,11.0,8.0,6.0
ENCFF000XDF,ChIP-seq,human,released,17.0,50.0,23.0,21.0,14.0,49.0,14.0,13.0
ENCFF000BOG,ChIP-seq,human,released,12.0,13.0,13.0,5.0,6.0,16.0,14.0,11.0
ENCFF000ORA,ChIP-seq,human,released,27.0,33.0,34.0,35.0,25.0,35.0,19.0,23.0
ENCFF000XVT,ChIP-seq,human,released,247.0,25.0,21.0,21.0,16.0,32.0,15.0,31.0
ENCFF070YMI,RNA-seq,mouse,released,301.0,0.0,202.0,0.0,323.0,1.0,0.0,1.0
ENCFF000VWL,ChIP-seq,human,released,42.0,22.0,30.0,16.0,33.0,38.0,5.0,21.0
ENCFF000BLI,ChIP-seq,human,released,0.0,7.0,12.0,5.0,2.0,8.0,7.0,5.0
ENCFF000AUC,ChIP-seq,human,released,4.0,7.0,142.0,4.0,8.0,3.0,2.0,4.0
ENCFF000ZQQ,ChIP-seq,human,released,58.0,30.0,28.0,10.0,10.0,30.0,18.0,24.0
ENCFF000ZRP,ChIP-seq,human,released,38.0,36.0,21.0,12.0,16.0,28.0,2.0,26.0
ENCFF880QFR,ChIP-seq,human,released,4.0,14.0,9.0,4.0,8.0,13.0,1.0,13.0
ENCFF000NLT,ChIP-seq,human,released,7.0,33.0,38.0,11.0,11.0,26.0,12.0,15.0
ENCFF000BYA,ChIP-seq,human,released,4.0,12.0,1.0,2.0,1.0,22.0,9.0,12.0
ENCFF290RMT,eCLIP,human,released,724.0,165.0,79.0,0.0,10.0,0.0,1.0,14.0
ENCFF700QEE,DNase-seq,mouse,released,1914.0,40.0,17.0,7.0,9.0,4.0,3.0,9.0
ENCFF000RBV,ChIP-seq,human,released,95.0,77.0,38.0,4.0,11.0,141.0,12.0,11.0
ENCFF000XTQ,ChIP-seq,human,released,20.0,15.0,38.0,14.0,6.0,67.0,14.0,17.0
ENCFF000PHM,ChIP-seq,human,released,27.0,41.0,23.0,23.0,12.0,46.0,6.0,20.0
ENCFF640NZR,ChIP-seq,human,released,6.0,17.0,17.0,10.0,10.0,11.0,11.0,4.0
ENCFF820FZP,ChIP-seq,human,released,6.0,7.0,27.0,9.0,2.0,21.0,8.0,10.0
ENCFF000YAR,ChIP-seq,human,released,23.0,7.0,23.0,26.0,7.0,12.0,15.0,15.0
ENCFF190NID,DNase-seq,human,released,465.0,9.0,14.0,8.0,18.0,29.0,7.0,24.0
ENCFF000OOH,ChIP-seq,human,released,86.0,95.0,41.0,32.0,16.0,32.0,21.0,23.0
ENCFF550TLM,ChIP-seq,human,released,7.0,20.0,24.0,13.0,9.0,16.0,13.0,11.0
ENCFF000ZVZ,ChIP-seq,human,released,50.0,7.0,12.0,8.0,18.0,3.0,11.0,23.0
ENCFF000VRX,ChIP-seq,human,released,15.0,11.0,23.0,3.0,9.0,18.0,8.0,12.0
ENCFF620NEF,eCLIP,human,released,7.0,112.0,33.0,0.0,10.0,0.0,0.0,7.0
ENCFF610BKG,ChIP-seq,human,released,8.0,35.0,22.0,9.0,9.0,28.0,12.0,13.0
ENCFF500BLJ,eCLIP,human,released,155.0,383.0,362.0,0.0,5.0,0.0,0.0,5.0
ENCFF120DEX,RNA-seq,mouse,released,1352.0,0.0,67.0,0.0,90.0,7.0,0.0,167.0
ENCFF160SDQ,ChIP-seq,human,released,8.0,16.0,9.0,3.0,6.0,11.0,12.0,14.0
ENCFF840KJC,ChIP-seq,human,released,7.0,31.0,38.0,16.0,9.0,10.0,7.0,10.0
ENCFF000QVC,ChIP-seq,human,released,40.0,66.0,30.0,12.0,8.0,32.0,13.0,25.0
ENCFF870SQA,ChIP-seq,human,released,8.0,9.0,18.0,11.0,13.0,6.0,6.0,15.0
ENCFF000XCU,ChIP-seq,human,released,47.0,19.0,42.0,14.0,9.0,17.0,15.0,12.0
ENCFF000WCC,ChIP-seq,human,released,11.0,10.0,45.0,19.0,36.0,12.0,2.0,8.0
ENCFF000AVB,ChIP-seq,human,released,5.0,8.0,28.0,6.0,9.0,18.0,10.0,17.0
ENCFF000VFJ,ChIP-seq,human,released,8.0,166.0,17.0,28.0,2.0,164.0,15.0,14.0
ENCFF000PJX,ChIP-seq,human,released,51.0,16.0,11.0,6.0,7.0,8.0,4.0,9.0
ENCFF000YMR,ChIP-seq,human,released,86.0,58.0,26.0,11.0,12.0,28.0,14.0,22.0
ENCFF000YPT,ChIP-seq,human,released,30.0,13.0,12.0,7.0,6.0,21.0,10.0,10.0
ENCFF000MSD,RNA-seq,human,released,341.0,487.0,411.0,0.0,73.0,0.0,1.0,1.0
ENCFF330RAE,DNase-seq,human,released,21.0,26.0,24.0,6.0,7.0,8.0,8.0,8.0
ENCFF000XHO,ChIP-seq,human,released,83.0,24.0,9.0,7.0,18.0,15.0,14.0,7.0
ENCFF570GTL,ChIP-seq,human,released,6.0,15.0,23.0,5.0,17.0,9.0,8.0,10.0
ENCFF000BPR,ChIP-seq,human,released,6.0,15.0,18.0,0.0,16.0,8.0,4.0,7.0
ENCFF000XKG,ChIP-seq,human,released,22.0,196.0,132.0,6.0,82.0,15.0,12.0,12.0
ENCFF000QKF,ChIP-seq,human,released,224.0,33.0,32.0,15.0,25.0,20.0,15.0,24.0
ENCFF000WZP,ChIP-seq,human,revoked,3.0,42.0,14.0,6.0,4.0,35.0,6.0,10.0
ENCFF400ONB,ChIP-seq,human,released,6.0,26.0,10.0,10.0,3.0,15.0,9.0,6.0
ENCFF590OHO,DNase-seq,mouse,released,11534.0,37.0,9.0,4.0,8.0,4.0,9.0,7.0
ENCFF000BNS,ChIP-seq,human,released,11.0,10.0,14.0,7.0,7.0,8.0,16.0,4.0
ENCFF640TPX,ChIP-seq,human,released,142.0,51.0,10.0,19.0,15.0,27.0,7.0,22.0
ENCFF320CXH,RNA-seq,mouse,released,279.0,0.0,195.0,0.0,289.0,0.0,0.0,0.0
ENCFF000BSD,ChIP-seq,human,released,2.0,5.0,18.0,4.0,1.0,3.0,3.0,7.0
ENCFF000OHV,ChIP-seq,human,released,25.0,52.0,37.0,14.0,9.0,63.0,17.0,10.0
ENCFF210EIU,ChIP-seq,human,released,33.0,48.0,46.0,19.0,16.0,38.0,7.0,16.0
ENCFF000RFF,ChIP-seq,human,released,10.0,14.0,18.0,5.0,12.0,23.0,7.0,16.0
ENCFF000VTY,ChIP-seq,human,released,45.0,20.0,15.0,12.0,13.0,24.0,14.0,14.0
ENCFF520DTN,DNase-seq,mouse,released,1980.0,35.0,6.0,5.0,6.0,0.0,9.0,5.0
ENCFF250OQB,ChIP-seq,human,released,10.0,12.0,8.0,7.0,4.0,19.0,19.0,35.0
ENCFF000CQV,ChIP-seq,human,released,11.0,25.0,21.0,9.0,4.0,28.0,4.0,8.0
ENCFF000QTJ,ChIP-seq,human,released,164.0,56.0,21.0,10.0,8.0,29.0,11.0,14.0
ENCFF750WDX,DNase-seq,human,released,311.0,25.0,9.0,5.0,7.0,19.0,5.0,5.0
ENCFF820YCB,ChIP-seq,human,released,24.0,49.0,29.0,28.0,10.0,62.0,26.0,26.0
ENCFF000YPC,ChIP-seq,human,released,26.0,26.0,8.0,11.0,1.0,23.0,7.0,7.0
ENCFF000WIO,ChIP-seq,human,released,10.0,12.0,52.0,9.0,75.0,8.0,5.0,11.0
ENCFF980DPM,ChIP-seq,human,released,2.0,9.0,8.0,5.0,8.0,15.0,6.0,14.0
ENCFF000BSR,ChIP-seq,human,released,1.0,18.0,6.0,4.0,0.0,19.0,19.0,9.0
ENCFF310KFN,DNase-seq,mouse,released,18568.0,46.0,14.0,4.0,6.0,4.0,5.0,6.0
ENCFF000WDJ,ChIP-seq,human,released,37.0,16.0,30.0,5.0,18.0,10.0,11.0,15.0
ENCFF680OWA,RNA-seq,mouse,released,176.0,0.0,7.0,0.0,29.0,3.0,0.0,714.0
ENCFF280LEM,DNase-seq,human,released,1.0,19.0,18.0,7.0,4.0,34.0,6.0,1.0
ENCFF530MHI,DNase-seq,human,released,56.0,10.0,22.0,3.0,15.0,10.0,4.0,11.0
ENCFF450YXD,ChIP-seq,human,released,4.0,61.0,156.0,3.0,17.0,6.0,0.0,7.0
ENCFF260BJB,RNA-seq,mouse,released,48.0,0.0,8.0,0.0,10.0,0.0,0.0,358.0
ENCFF560TLH,eCLIP,human,released,301.0,71.0,50.0,0.0,6.0,0.0,0.0,12.0
ENCFF000QTC,ChIP-seq,human,released,10.0,38.0,47.0,26.0,40.0,18.0,8.0,10.0
ENCFF110KFT,DNase-seq,human,released,2.0,94.0,35.0,12.0,5.0,67.0,10.0,7.0
ENCFF200PSY,ChIP-seq,human,released,13.0,45.0,23.0,8.0,27.0,30.0,9.0,13.0
ENCFF000VGI,ChIP-seq,human,released,7.0,562.0,85.0,18.0,11.0,75.0,11.0,26.0
ENCFF000AXQ,ChIP-seq,human,released,4.0,13.0,15.0,22.0,8.0,19.0,6.0,8.0
ENCFF000NAH,ChIP-seq,human,released,19.0,35.0,24.0,9.0,10.0,43.0,15.0,7.0
ENCFF000YBW,ChIP-seq,human,released,16.0,68.0,43.0,6.0,21.0,19.0,13.0,17.0
ENCFF000RWS,ChIP-seq,human,released,45.0,16.0,15.0,4.0,9.0,12.0,15.0,21.0
ENCFF000PEM,ChIP-seq,human,released,48.0,33.0,25.0,7.0,27.0,23.0,10.0,21.0
ENCFF000XOO,ChIP-seq,human,released,159.0,94.0,46.0,15.0,23.0,70.0,9.0,20.0
ENCFF830PVF,eCLIP,human,released,17.0,152.0,19.0,0.0,1.0,0.0,0.0,3.0
ENCFF000CTU,ChIP-seq,human,released,2.0,3.0,13.0,2.0,2.0,13.0,9.0,8.0
ENCFF000ATJ,ChIP-seq,human,released,3.0,6.0,113.0,12.0,18.0,9.0,5.0,1.0
ENCFF000RYV,ChIP-seq,human,released,4.0,9.0,8.0,0.0,10.0,4.0,3.0,6.0
ENCFF000YZS,ChIP-seq,human,released,54.0,6.0,5.0,6.0,5.0,3.0,11.0,14.0
ENCFF540XSD,RNA-seq,mouse,released,131.0,0.0,31.0,0.0,32.0,5.0,0.0,16.0
ENCFF570GDA,ChIP-seq,human,released,9.0,17.0,23.0,8.0,5.0,12.0,9.0,16.0
ENCFF430BVZ,ChIP-seq,human,released,4.0,16.0,13.0,4.0,14.0,6.0,4.0,11.0
ENCFF240BHT,ChIP-seq,human,released,8.0,31.0,31.0,11.0,36.0,44.0,15.0,18.0
ENCFF000RHW,ChIP-seq,human,released,18.0,42.0,18.0,6.0,18.0,14.0,8.0,6.0
ENCFF000XFD,ChIP-seq,human,released,28.0,87.0,31.0,19.0,3.0,90.0,9.0,9.0
ENCFF000RQN,ChIP-seq,human,released,3.0,6.0,10.0,6.0,11.0,18.0,6.0,12.0
ENCFF280WYH,DNase-seq,human,released,0.0,43.0,13.0,8.0,0.0,53.0,2.0,2.0
ENCFF210BCB,RNA-seq,mouse,released,256.0,0.0,96.0,0.0,204.0,3.0,0.0,0.0
ENCFF000NMR,ChIP-seq,human,released,20.0,34.0,31.0,12.0,32.0,35.0,18.0,28.0
ENCFF000XBE,ChIP-seq,human,released,24.0,27.0,23.0,4.0,9.0,17.0,16.0,14.0
ENCFF000OTS,ChIP-seq,human,released,10.0,14.0,14.0,14.0,8.0,12.0,8.0,17.0
ENCFF000OUX,ChIP-seq,human,released,44.0,53.0,30.0,29.0,10.0,30.0,27.0,24.0
ENCFF000MVN,RNA-seq,human,released,481.0,1615.0,522.0,0.0,381.0,2.0,0.0,2.0
ENCFF000WAV,ChIP-seq,human,released,37.0,32.0,32.0,9.0,11.0,30.0,17.0,14.0
ENCFF000BQW,ChIP-seq,human,released,20.0,26.0,40.0,11.0,10.0,30.0,13.0,23.0
ENCFF000WIL,ChIP-seq,human,released,7.0,9.0,40.0,5.0,62.0,3.0,16.0,7.0
ENCFF000OWE,ChIP-seq,human,released,18.0,20.0,19.0,6.0,15.0,143.0,32.0,13.0
ENCFF000OUU,ChIP-seq,human,released,86.0,48.0,23.0,42.0,24.0,34.0,12.0,31.0
ENCFF000CDS,ChIP-seq,human,released,0.0,16.0,1.0,0.0,0.0,0.0,1.0,3.0
ENCFF000VXC,ChIP-seq,human,released,32.0,45.0,20.0,22.0,11.0,30.0,10.0,10.0
ENCFF000VSY,ChIP-seq,human,released,18.0,70.0,48.0,24.0,19.0,74.0,17.0,14.0
ENCFF000NJE,ChIP-seq,human,released,21.0,29.0,21.0,11.0,15.0,72.0,12.0,6.0
ENCFF000ZVC,ChIP-seq,human,released,52.0,9.0,11.0,13.0,16.0,9.0,18.0,21.0
ENCFF000PYD,ChIP-seq,human,released,14.0,36.0,14.0,11.0,0.0,32.0,8.0,12.0
ENCFF000CSM,ChIP-seq,human,released,6.0,8.0,22.0,5.0,35.0,28.0,7.0,13.0
ENCFF000AUN,ChIP-seq,human,released,0.0,6.0,23.0,7.0,3.0,5.0,2.0,9.0
ENCFF670RHB,DNase-seq,mouse,released,93616.0,65.0,13.0,11.0,5.0,14.0,5.0,7.0
ENCFF000BUR,ChIP-seq,human,released,6.0,10.0,42.0,5.0,12.0,26.0,16.0,44.0
ENCFF420REU,RNA-seq,mouse,released,126.0,0.0,29.0,0.0,36.0,9.0,0.0,342.0
ENCFF640JML,DNase-seq,mouse,released,107615.0,38.0,17.0,6.0,6.0,15.0,5.0,9.0
ENCFF000NLU,ChIP-seq,human,released,5.0,15.0,14.0,15.0,11.0,10.0,5.0,17.0
ENCFF000ZNJ,ChIP-seq,human,released,12.0,21.0,16.0,13.0,3.0,13.0,18.0,11.0
ENCFF940VFM,ChIP-seq,human,released,7.0,19.0,17.0,9.0,8.0,31.0,11.0,7.0
ENCFF000XMD,ChIP-seq,human,released,18.0,46.0,13.0,24.0,13.0,20.0,23.0,18.0
ENCFF110BTT,DNase-seq,human,released,3.0,41.0,14.0,6.0,0.0,23.0,6.0,4.0
ENCFF000OOX,ChIP-seq,human,released,45.0,57.0,24.0,31.0,13.0,36.0,18.0,20.0
ENCFF000QGV,ChIP-seq,human,released,31.0,22.0,25.0,11.0,9.0,30.0,16.0,19.0
ENCFF000YFW,ChIP-seq,human,released,12.0,54.0,16.0,17.0,9.0,26.0,19.0,21.0
ENCFF680WIN,RNA-seq,mouse,released,63.0,0.0,138.0,0.0,336.0,0.0,0.0,1.0
ENCFF000YZJ,ChIP-seq,human,released,1.0,49.0,29.0,12.0,0.0,74.0,2.0,9.0
ENCFF840MXL,RNA-seq,mouse,released,4753.0,0.0,92.0,0.0,95.0,0.0,0.0,0.0
ENCFF000CHT,ChIP-seq,human,released,10.0,12.0,52.0,15.0,36.0,4.0,7.0,24.0
ENCFF000PVT,ChIP-seq,human,released,49.0,21.0,20.0,5.0,10.0,25.0,9.0,15.0
ENCFF000WNP,ChIP-seq,human,released,79.0,12.0,26.0,7.0,22.0,12.0,15.0,14.0
ENCFF170NJC,RNA-seq,human,released,0.0,357.0,371.0,0.0,31.0,0.0,0.0,0.0
ENCFF000YBA,ChIP-seq,human,released,12.0,18.0,29.0,8.0,9.0,76.0,6.0,10.0
ENCFF880DHW,ChIP-seq,mouse,released,6173.0,16.0,8.0,3.0,5.0,5.0,4.0,1.0
ENCFF000QJR,ChIP-seq,human,released,95.0,33.0,24.0,2.0,5.0,90.0,29.0,38.0
ENCFF740DAX,DNase-seq,mouse,released,129886.0,109.0,11.0,6.0,3.0,12.0,44.0,31.0
ENCFF240JBX,ChIP-seq,human,released,11.0,21.0,8.0,13.0,3.0,9.0,4.0,8.0
ENCFF670NLX,ChIP-seq,human,released,12.0,37.0,21.0,12.0,17.0,36.0,12.0,7.0
ENCFF000WIM,ChIP-seq,human,released,21.0,11.0,51.0,5.0,63.0,6.0,5.0,8.0
ENCFF490GBA,eCLIP,human,released,276.0,127.0,107.0,0.0,10.0,0.0,0.0,14.0
ENCFF000BPQ,ChIP-seq,human,released,11.0,9.0,17.0,2.0,7.0,13.0,6.0,9.0
ENCFF000RQF,ChIP-seq,human,released,7.0,17.0,28.0,10.0,3.0,8.0,5.0,13.0
ENCFF260XGK,ChIP-seq,mouse,released,18312.0,11.0,8.0,3.0,4.0,9.0,3.0,1.0
ENCFF990BNJ,ChIP-seq,human,released,1.0,52.0,8.0,6.0,9.0,7.0,1.0,6.0
ENCFF000BLJ,ChIP-seq,human,released,5.0,8.0,14.0,2.0,5.0,6.0,6.0,11.0
ENCFF970PLY,RNA-seq,mouse,released,37.0,0.0,44.0,0.0,3.0,2.0,0.0,229.0
ENCFF000YOO,ChIP-seq,human,released,10.0,59.0,22.0,24.0,9.0,52.0,11.0,29.0
ENCFF430OEA,ChIP-seq,human,released,7.0,12.0,171.0,3.0,20.0,15.0,3.0,4.0
ENCFF000VHS,ChIP-seq,human,released,13.0,7.0,15.0,15.0,6.0,19.0,55.0,10.0
ENCFF300XRU,eCLIP,human,released,426.0,104.0,86.0,0.0,46.0,0.0,0.0,23.0
ENCFF000BIL,ChIP-seq,human,released,4.0,3.0,3.0,4.0,4.0,33.0,3.0,5.0
ENCFF280XMA,ChIP-seq,human,released,12.0,27.0,27.0,14.0,25.0,25.0,13.0,17.0
ENCFF000OGV,ChIP-seq,human,released,9.0,101.0,35.0,12.0,7.0,424.0,8.0,9.0
ENCFF450NWG,DNase-seq,human,released,1.0,134.0,35.0,13.0,3.0,81.0,7.0,6.0
ENCFF960BWN,DNase-seq,human,released,1.0,38.0,16.0,9.0,1.0,35.0,8.0,7.0
ENCFF000RHZ,ChIP-seq,human,released,71.0,49.0,30.0,12.0,23.0,26.0,11.0,13.0
ENCFF000XUH,ChIP-seq,human,released,22.0,51.0,28.0,26.0,9.0,47.0,15.0,19.0
ENCFF610WGQ,ChIP-seq,human,released,10.0,40.0,39.0,8.0,23.0,36.0,7.0,14.0
ENCFF110EDY,ChIP-seq,human,released,25.0,45.0,36.0,21.0,15.0,44.0,20.0,21.0
ENCFF000AWV,ChIP-seq,human,released,11.0,37.0,28.0,29.0,13.0,39.0,10.0,22.0
ENCFF520KZN,DNase-seq,mouse,released,3751.0,64.0,15.0,11.0,2.0,8.0,6.0,2.0
ENCFF000BUE,ChIP-seq,human,released,5.0,2.0,4.0,3.0,9.0,0.0,1.0,3.0
ENCFF960KIH,DNase-seq,human,released,73.0,11.0,24.0,9.0,11.0,18.0,18.0,26.0
ENCFF510VCD,DNase-seq,human,released,15.0,19.0,12.0,6.0,1.0,14.0,6.0,6.0
ENCFF280RVI,ChIP-seq,human,released,7.0,33.0,19.0,11.0,26.0,24.0,12.0,6.0
ENCFF960QVI,ChIP-seq,human,released,6.0,12.0,17.0,4.0,8.0,10.0,4.0,14.0
ENCFF380LXU,RNA-seq,mouse,released,310.0,0.0,155.0,0.0,289.0,1.0,0.0,0.0
ENCFF000YVV,ChIP-seq,human,released,12.0,6.0,6.0,12.0,4.0,14.0,10.0,9.0
ENCFF000OOO,ChIP-seq,human,released,64.0,143.0,31.0,22.0,16.0,60.0,17.0,18.0
ENCFF000CIA,ChIP-seq,human,released,4.0,7.0,13.0,2.0,21.0,7.0,3.0,9.0
ENCFF660JSB,DNase-seq,human,released,1328.0,4.0,6.0,3.0,11.0,6.0,0.0,2.0
ENCFF490FHB,DNase-seq,human,released,3.0,28.0,18.0,5.0,1.0,37.0,3.0,5.0
ENCFF340OUS,ChIP-seq,human,released,5.0,10.0,9.0,3.0,9.0,27.0,4.0,9.0
ENCFF380MWW,ChIP-seq,human,released,5.0,13.0,18.0,7.0,16.0,12.0,8.0,9.0
ENCFF330LWU,RNA-seq,mouse,released,26.0,0.0,65.0,0.0,35.0,29.0,0.0,32.0
ENCFF860GLQ,ChIP-seq,human,released,18.0,46.0,21.0,4.0,19.0,39.0,12.0,9.0
ENCFF000BKK,ChIP-seq,human,released,13.0,55.0,18.0,7.0,6.0,25.0,4.0,11.0
ENCFF000BKS,ChIP-seq,human,released,8.0,7.0,12.0,2.0,4.0,1.0,6.0,6.0
ENCFF240ZLZ,DNase-seq,human,released,2.0,28.0,15.0,6.0,0.0,22.0,7.0,9.0
ENCFF660UKB,ChIP-seq,human,released,0.0,74.0,38.0,15.0,2.0,44.0,11.0,4.0
ENCFF450CUC,RNA-seq,mouse,released,49.0,0.0,19.0,0.0,17.0,0.0,0.0,500.0
ENCFF000RPL,ChIP-seq,human,released,11.0,30.0,59.0,12.0,47.0,27.0,12.0,15.0
ENCFF860FMB,ChIP-seq,human,released,8.0,22.0,22.0,11.0,8.0,10.0,10.0,9.0
ENCFF280OBN,DNase-seq,mouse,released,562.0,52.0,14.0,6.0,20.0,184.0,44.0,83.0
ENCFF000ZKM,ChIP-seq,human,revoked,6.0,4.0,3.0,7.0,5.0,11.0,6.0,6.0
ENCFF050NKY,DNase-seq,human,released,2.0,45.0,17.0,4.0,1.0,737.0,1.0,5.0
ENCFF000ROS,ChIP-seq,human,released,13.0,42.0,35.0,20.0,5.0,42.0,12.0,11.0
ENCFF000CQU,ChIP-seq,human,released,8.0,6.0,5.0,8.0,6.0,33.0,0.0,14.0
ENCFF000BBT,ChIP-seq,human,released,4.0,16.0,13.0,14.0,9.0,52.0,36.0,37.0
ENCFF440RWQ,ChIP-seq,human,released,9.0,34.0,17.0,8.0,16.0,13.0,8.0,21.0
ENCFF000WIN,ChIP-seq,human,released,27.0,12.0,24.0,10.0,7.0,10.0,13.0,15.0
ENCFF000XIV,ChIP-seq,human,released,14.0,10.0,14.0,13.0,13.0,10.0,16.0,9.0
ENCFF440XCM,ChIP-seq,human,released,10.0,21.0,47.0,6.0,11.0,11.0,8.0,13.0
ENCFF000WQM,ChIP-seq,human,released,0.0,19.0,20.0,2.0,15.0,12.0,6.0,2.0
ENCFF000ZBR,ChIP-seq,human,released,17.0,40.0,18.0,13.0,8.0,28.0,14.0,17.0
ENCFF620IJY,DNase-seq,human,released,145.0,18.0,16.0,6.0,3.0,24.0,3.0,5.0
ENCFF000NVV,ChIP-seq,human,released,30.0,37.0,37.0,13.0,22.0,21.0,14.0,23.0
